Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
MALE,MARRIED,2,COLLEGE,NO,5391,0,130,360,YES,URBAN,Y
MALE,SINGLE,0,COLLEGE,NO,5941,4232,296,360,YES,SUBURBAN,Y
FEMALE,SINGLE,0,COLLEGE,NO,6000,0,156,360,YES,URBAN,Y
MALE,SINGLE,0,COLLEGE,YES,7167,0,128,360,YES,URBAN,Y
MALE,MARRIED,2,COLLEGE,NO,4566,0,100,360,YES,URBAN,N
MALE,SINGLE,0,HIGH_SCHOOL,NO,2346,1600,132,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,2333,2417,136,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,5488,0,125,360,YES,RURAL,Y
MALE,SINGLE,3,COLLEGE,NO,9167,0,185,360,YES,RURAL,Y
MALE,MARRIED,3,COLLEGE,NO,9504,0,275,360,YES,RURAL,Y
MALE,MARRIED,2,HIGH_SCHOOL,NO,1993,1625,113,180,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,3100,1400,113,360,YES,URBAN,Y
FEMALE,SINGLE,0,COLLEGE,NO,3180,0,71,360,NO,URBAN,N
MALE,MARRIED,0,COLLEGE,NO,3033,1459,95,360,YES,URBAN,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,3902,1666,109,360,YES,RURAL,Y
FEMALE,SINGLE,0,COLLEGE,NO,1500,1800,103,360,NO,SUBURBAN,N
MALE,MARRIED,2,HIGH_SCHOOL,NO,2889,0,45,180,NO,URBAN,N
MALE,SINGLE,0,HIGH_SCHOOL,NO,2755,0,65,300,YES,RURAL,N
MALE,SINGLE,0,COLLEGE,NO,2500,20000,103,360,YES,SUBURBAN,Y
FEMALE,SINGLE,0,HIGH_SCHOOL,NO,1963,0,53,360,YES,SUBURBAN,Y
FEMALE,SINGLE,0,COLLEGE,YES,7441,0,194,360,YES,RURAL,N
FEMALE,SINGLE,0,COLLEGE,NO,4547,0,115,360,YES,SUBURBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,2167,2400,115,360,YES,URBAN,Y
FEMALE,SINGLE,0,HIGH_SCHOOL,NO,2213,0,66,360,YES,RURAL,Y
MALE,MARRIED,1,COLLEGE,NO,8300,0,152,300,NO,SUBURBAN,N
MALE,MARRIED,3,COLLEGE,NO,81000,0,360,360,NO,RURAL,N
FEMALE,SINGLE,1,HIGH_SCHOOL,YES,3867,0,62,360,YES,SUBURBAN,N
MALE,MARRIED,0,HIGH_SCHOOL,NO,6096,0,218,360,NO,RURAL,N
MALE,MARRIED,0,HIGH_SCHOOL,NO,2253,2033,110,360,YES,RURAL,Y
FEMALE,MARRIED,0,HIGH_SCHOOL,NO,2149,3237,178,360,NO,SUBURBAN,N
FEMALE,SINGLE,0,COLLEGE,NO,2995,0,60,360,YES,URBAN,Y
FEMALE,SINGLE,1,COLLEGE,NO,2600,0,160,360,YES,URBAN,N
MALE,MARRIED,2,COLLEGE,YES,1600,20000,239,360,YES,URBAN,N
MALE,MARRIED,0,COLLEGE,NO,1025,2773,112,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,3246,1417,138,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,5829,0,138,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,1820,1719,100,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,14880,0,96,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,2666,4300,121,360,YES,RURAL,Y
FEMALE,SINGLE,1,HIGH_SCHOOL,NO,4606,0,81,360,YES,RURAL,N
MALE,MARRIED,2,COLLEGE,NO,5935,0,133,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,2920,1600,87,360,YES,RURAL,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,2717,0,60,180,YES,URBAN,Y
FEMALE,SINGLE,1,COLLEGE,YES,8624,0,150,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,6500,0,105,360,NO,RURAL,N
MALE,MARRIED,0,COLLEGE,NO,2425,2340,143,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,3750,0,100,360,YES,URBAN,Y
MALE,SINGLE,0,COLLEGE,NO,1926,1851,50,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,YES,10416,0,187,360,NO,URBAN,N
FEMALE,MARRIED,0,HIGH_SCHOOL,YES,7142,0,138,360,YES,RURAL,Y
MALE,SINGLE,0,COLLEGE,NO,3660,5064,187,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,7901,1833,180,360,YES,RURAL,Y
MALE,SINGLE,3,HIGH_SCHOOL,NO,4707,1993,148,360,YES,SUBURBAN,Y
MALE,SINGLE,1,COLLEGE,NO,37719,0,152,360,YES,SUBURBAN,Y
MALE,MARRIED,1,COLLEGE,YES,3466,1210,130,360,YES,RURAL,Y
MALE,MARRIED,2,HIGH_SCHOOL,NO,4652,0,110,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,NO,3340,1710,150,360,NO,RURAL,N
MALE,MARRIED,2,HIGH_SCHOOL,NO,2309,1255,125,360,NO,RURAL,N
MALE,MARRIED,0,COLLEGE,NO,3948,1733,149,360,NO,RURAL,N
MALE,MARRIED,0,COLLEGE,NO,2483,2466,90,180,NO,RURAL,Y
MALE,SINGLE,0,COLLEGE,YES,7085,0,84,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,3859,0,96,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,4301,0,118,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,3708,2569,173,360,YES,URBAN,N
MALE,SINGLE,2,COLLEGE,NO,4354,0,136,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,8334,0,160,360,YES,SUBURBAN,N
FEMALE,MARRIED,0,COLLEGE,YES,2083,4083,160,360,YES,SUBURBAN,Y
MALE,MARRIED,3,COLLEGE,NO,7740,0,128,180,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,3015,2188,153,360,YES,RURAL,Y
MALE,SINGLE,0,COLLEGE,NO,4166,0,98,360,NO,SUBURBAN,N
MALE,SINGLE,0,COLLEGE,NO,6000,0,140,360,YES,RURAL,Y
MALE,MARRIED,3,HIGH_SCHOOL,NO,2947,1664,70,180,NO,URBAN,N
MALE,MARRIED,0,COLLEGE,NO,16692,0,110,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,4333,2451,110,360,YES,URBAN,N
MALE,MARRIED,1,COLLEGE,YES,3450,2079,162,360,YES,SUBURBAN,Y
MALE,MARRIED,1,HIGH_SCHOOL,NO,2653,1500,113,180,NO,RURAL,N
MALE,MARRIED,3,COLLEGE,NO,4691,0,100,360,YES,SUBURBAN,Y
MALE,SINGLE,2,COLLEGE,NO,5532,4648,162,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,YES,16525,1014,150,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,NO,6700,1750,230,300,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,2873,1872,132,360,NO,SUBURBAN,N
MALE,MARRIED,1,COLLEGE,YES,16667,2250,86,360,YES,SUBURBAN,Y
FEMALE,SINGLE,0,HIGH_SCHOOL,NO,4350,0,154,360,YES,RURAL,Y
MALE,MARRIED,3,HIGH_SCHOOL,NO,3095,0,113,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,2083,3150,128,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,10833,0,234,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,8333,0,246,360,YES,SUBURBAN,Y
MALE,MARRIED,1,HIGH_SCHOOL,NO,1958,2436,131,360,YES,RURAL,Y
MALE,SINGLE,2,COLLEGE,NO,3547,0,80,360,NO,RURAL,N
MALE,MARRIED,1,COLLEGE,NO,18333,0,500,360,YES,URBAN,N
MALE,MARRIED,2,COLLEGE,YES,4583,2083,160,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,2435,0,75,360,YES,URBAN,N
MALE,SINGLE,0,HIGH_SCHOOL,NO,3691,0,110,360,YES,RURAL,Y
FEMALE,SINGLE,0,HIGH_SCHOOL,YES,17263,0,225,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,3597,2157,119,360,NO,RURAL,N
FEMALE,MARRIED,1,COLLEGE,NO,3326,913,105,84,YES,SUBURBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,2600,1700,107,360,YES,RURAL,Y
MALE,MARRIED,1,COLLEGE,YES,2895,0,95,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,6283,4416,209,360,NO,RURAL,N
FEMALE,SINGLE,0,COLLEGE,NO,645,3683,113,480,YES,RURAL,Y
FEMALE,SINGLE,0,COLLEGE,NO,3159,0,100,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,4865,5624,208,360,YES,SUBURBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,3814,1483,124,300,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,3510,4416,243,360,YES,RURAL,Y
FEMALE,SINGLE,0,COLLEGE,NO,3583,0,96,360,YES,URBAN,N
MALE,MARRIED,0,COLLEGE,YES,2479,3013,188,360,YES,URBAN,Y
FEMALE,SINGLE,1,COLLEGE,NO,13262,0,40,360,YES,URBAN,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,3598,1287,100,360,YES,RURAL,N
MALE,MARRIED,1,COLLEGE,NO,6065,2004,250,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,3283,2035,148,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,2130,6666,70,180,YES,SUBURBAN,N
MALE,SINGLE,0,COLLEGE,NO,5815,3666,311,360,YES,RURAL,N
MALE,MARRIED,3,COLLEGE,NO,3466,3428,150,360,YES,RURAL,Y
FEMALE,MARRIED,2,COLLEGE,NO,2031,1632,113,480,YES,SUBURBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,3074,1800,123,360,NO,SUBURBAN,N
MALE,SINGLE,0,COLLEGE,NO,4683,1915,185,360,YES,SUBURBAN,N
FEMALE,SINGLE,0,HIGH_SCHOOL,NO,3400,0,95,360,YES,RURAL,N
MALE,MARRIED,2,HIGH_SCHOOL,NO,2192,1742,45,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,2500,0,55,360,YES,SUBURBAN,Y
MALE,MARRIED,3,COLLEGE,YES,5677,1424,100,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,YES,7948,7166,480,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,YES,17500,0,400,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,3775,0,110,360,YES,SUBURBAN,Y
MALE,MARRIED,1,HIGH_SCHOOL,NO,5285,1430,161,360,NO,SUBURBAN,Y
MALE,SINGLE,1,HIGH_SCHOOL,NO,2679,1302,94,360,YES,SUBURBAN,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,6783,0,130,360,YES,SUBURBAN,Y
MALE,MARRIED,3,COLLEGE,NO,4281,0,100,360,YES,URBAN,Y
MALE,SINGLE,2,COLLEGE,NO,3588,0,110,360,NO,RURAL,N
FEMALE,SINGLE,0,HIGH_SCHOOL,YES,18165,0,125,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,6133,3906,324,360,YES,URBAN,Y
MALE,SINGLE,2,COLLEGE,NO,3617,0,107,360,YES,SUBURBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,2917,536,66,360,YES,RURAL,N
MALE,MARRIED,3,COLLEGE,NO,6417,0,157,180,YES,RURAL,Y
FEMALE,MARRIED,1,COLLEGE,NO,4608,2845,140,180,YES,SUBURBAN,Y
FEMALE,SINGLE,0,COLLEGE,NO,2138,0,99,360,NO,SUBURBAN,N
MALE,MARRIED,1,HIGH_SCHOOL,NO,2239,2524,128,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,2768,1950,155,360,YES,RURAL,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,3358,0,80,36,YES,SUBURBAN,N
MALE,SINGLE,0,COLLEGE,NO,2526,1783,145,360,YES,RURAL,Y
FEMALE,SINGLE,0,COLLEGE,NO,5000,0,103,360,NO,SUBURBAN,N
MALE,MARRIED,0,COLLEGE,NO,2785,2016,110,360,YES,RURAL,Y
MALE,MARRIED,1,COLLEGE,NO,3333,3250,158,360,YES,URBAN,Y
MALE,MARRIED,0,HIGH_SCHOOL,NO,2454,2333,181,360,NO,URBAN,N
MALE,MARRIED,0,COLLEGE,NO,3593,4266,132,180,NO,RURAL,N
MALE,MARRIED,1,COLLEGE,NO,5468,1032,26,360,YES,SUBURBAN,Y
MALE,MARRIED,3,COLLEGE,YES,10139,0,260,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,3887,2669,162,360,YES,SUBURBAN,Y
FEMALE,MARRIED,0,COLLEGE,NO,4180,2306,182,360,YES,SUBURBAN,Y
MALE,MARRIED,2,HIGH_SCHOOL,NO,3675,242,108,360,YES,SUBURBAN,Y
FEMALE,MARRIED,1,COLLEGE,YES,19484,0,600,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,5923,2054,211,360,YES,RURAL,Y
MALE,SINGLE,0,HIGH_SCHOOL,YES,5800,0,132,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,NO,8799,0,258,360,NO,URBAN,N
MALE,SINGLE,0,COLLEGE,NO,3333,0,70,360,YES,URBAN,Y
MALE,MARRIED,3,COLLEGE,NO,3400,2500,123,360,NO,RURAL,N
FEMALE,SINGLE,0,COLLEGE,NO,2378,0,9,360,YES,URBAN,N
MALE,MARRIED,0,COLLEGE,NO,3166,2064,104,360,NO,URBAN,N
MALE,MARRIED,1,COLLEGE,NO,3417,1750,186,360,YES,URBAN,Y
MALE,MARRIED,0,COLLEGE,NO,5116,1451,165,360,NO,URBAN,N
MALE,MARRIED,2,COLLEGE,NO,16666,0,275,360,YES,URBAN,Y
MALE,MARRIED,2,HIGH_SCHOOL,NO,6125,1625,187,480,YES,SUBURBAN,N
MALE,MARRIED,3,COLLEGE,NO,6406,0,150,360,YES,SUBURBAN,N
MALE,MARRIED,2,COLLEGE,NO,3159,461,108,84,YES,URBAN,Y
FEMALE,MARRIED,0,COLLEGE,NO,3087,2210,136,360,NO,SUBURBAN,N
MALE,SINGLE,0,COLLEGE,NO,3229,2739,110,360,YES,URBAN,Y
MALE,MARRIED,1,COLLEGE,NO,1782,2232,107,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,NO,6540,0,205,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,1836,33837,90,360,YES,URBAN,N
FEMALE,MARRIED,0,COLLEGE,NO,3166,0,36,360,YES,SUBURBAN,Y
MALE,MARRIED,1,COLLEGE,NO,2787,1917,146,360,NO,RURAL,N
MALE,MARRIED,1,COLLEGE,NO,4283,3000,172,84,YES,RURAL,N
MALE,MARRIED,0,COLLEGE,NO,2297,1522,104,360,YES,URBAN,Y
FEMALE,SINGLE,0,HIGH_SCHOOL,NO,2165,0,70,360,YES,SUBURBAN,Y
MALE,SINGLE,0,COLLEGE,NO,4750,0,94,360,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,YES,2726,0,106,360,NO,SUBURBAN,N
MALE,MARRIED,0,COLLEGE,NO,3000,3416,56,180,YES,SUBURBAN,Y
MALE,MARRIED,2,COLLEGE,YES,6000,0,205,240,YES,SUBURBAN,N
MALE,SINGLE,3,COLLEGE,YES,9357,0,292,360,YES,SUBURBAN,Y
MALE,MARRIED,0,COLLEGE,NO,3859,3300,142,180,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,YES,16120,0,260,360,YES,URBAN,Y
MALE,SINGLE,0,HIGH_SCHOOL,NO,3833,0,110,360,YES,RURAL,Y
MALE,MARRIED,2,HIGH_SCHOOL,YES,6383,1000,187,360,YES,RURAL,N
MALE,SINGLE,0,COLLEGE,NO,2987,0,88,360,NO,SUBURBAN,N
MALE,MARRIED,0,COLLEGE,YES,9963,0,180,360,YES,RURAL,Y
MALE,MARRIED,2,COLLEGE,NO,5780,0,192,360,YES,URBAN,Y
MALE,MARRIED,3,COLLEGE,NO,5703,0,128,360,YES,URBAN,Y
MALE,SINGLE,0,COLLEGE,NO,3676,4301,172,360,YES,RURAL,Y
FEMALE,MARRIED,1,COLLEGE,NO,12000,0,496,360,YES,SUBURBAN,Y
MALE,MARRIED,1,COLLEGE,NO,3400,2500,173,360,YES,SUBURBAN,Y
MALE,MARRIED,2,HIGH_SCHOOL,NO,3987,1411,157,360,YES,RURAL,Y
MALE,MARRIED,0,COLLEGE,NO,3232,1950,108,360,YES,RURAL,Y
FEMALE,SINGLE,0,COLLEGE,NO,2900,0,71,360,YES,RURAL,Y
MALE,MARRIED,3,COLLEGE,NO,4106,0,40,180,YES,RURAL,Y
MALE,MARRIED,1,COLLEGE,NO,8072,240,253,360,YES,URBAN,Y
MALE,MARRIED,2,COLLEGE,NO,7583,0,187,360,YES,URBAN,Y
FEMALE,SINGLE,0,COLLEGE,YES,4583,0,133,360,NO,SUBURBAN,N
